zoning_building_id,zoning_id,building_type_id,zoning_name,building_type_name,can_develop,conditional_use,cost_in_city,cost_in_ugb,cost_outside_ugb,probability,cost_notes,max_building_area,notes
1393,31,6600,EUG -- DOWNTOWN WESTSIDE SPECIAL AREA -- S-DW,Government,True,True,6826.4,18025.06,-99999.99,1,Conditional Use Permit,,
1394,31,7100,EUG -- DOWNTOWN WESTSIDE SPECIAL AREA -- S-DW,College Dormitory,False,False,-99999.99,-99999.99,-99999.99,0,,,
1395,31,7200,EUG -- DOWNTOWN WESTSIDE SPECIAL AREA -- S-DW,Nursing Home,True,False,0.0,0.0,-99999.99,1,,,
1396,31,7300,EUG -- DOWNTOWN WESTSIDE SPECIAL AREA -- S-DW,Military Housing,False,False,-99999.99,-99999.99,-99999.99,0,,,
1397,31,7900,EUG -- DOWNTOWN WESTSIDE SPECIAL AREA -- S-DW,Misc. Group Quarters,False,False,-99999.99,-99999.99,-99999.99,0,,,
1398,31,8000,EUG -- DOWNTOWN WESTSIDE SPECIAL AREA -- S-DW,Agriculture / Timber / Mining,False,False,-99999.99,-99999.99,-99999.99,0,,,
1399,31,9000,EUG -- DOWNTOWN WESTSIDE SPECIAL AREA -- S-DW,Other,True,False,0.0,0.0,-99999.99,1,,,
1400,32,1110,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Single-family Detached,True,False,0.0,0.0,-99999.99,1,,,
1401,32,1121,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Townhome or Rowhouse,True,False,0.0,0.0,-99999.99,1,,,
1402,32,1122,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Duplex,True,False,0.0,0.0,-99999.99,1,,,
1403,32,1130,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Mobile Homes,False,False,-99999.99,-99999.99,-99999.99,0,,,
1404,32,1210,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Multifamily - Small Building,True,True,21651.22,-99999.99,-99999.99,1,Planned Unit Development,,
1405,32,1220,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Multifamily - Large Building,True,True,21651.22,-99999.99,-99999.99,1,Planned Unit Development,,
1406,32,2111,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Mixed Use - Retail + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
1407,32,2112,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Mixed Use - Retail + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
1408,32,2121,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Mixed Use - Office + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
1409,32,2122,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Mixed Use - Office + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
1410,32,2131,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Mixed Use - Services + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
1411,32,2132,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Mixed Use - Services + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
1412,32,2140,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Mixed Use - Non-Residential,False,False,-99999.99,-99999.99,-99999.99,0,,,
1413,32,3100,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Hotel,False,False,-99999.99,-99999.99,-99999.99,0,,,
1414,32,3200,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Resort,False,False,-99999.99,-99999.99,-99999.99,0,,,
1415,32,4100,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Office,False,False,-99999.99,-99999.99,-99999.99,0,,,
1416,32,4210,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Grocery Store,False,False,-99999.99,-99999.99,-99999.99,0,,,
1417,32,4220,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Eating and Drinking,False,False,-99999.99,-99999.99,-99999.99,0,,,
1418,32,4230,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Neighborhood Retail,False,False,-99999.99,-99999.99,-99999.99,0,,,
1419,32,4240,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Strip Shopping Mall,False,False,-99999.99,-99999.99,-99999.99,0,,,
1420,32,4250,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Shopping Mall,False,False,-99999.99,-99999.99,-99999.99,0,,,
1421,32,4260,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Big Box Retail,False,False,-99999.99,-99999.99,-99999.99,0,,,
1422,32,4290,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Misc. Retail,False,False,-99999.99,-99999.99,-99999.99,0,,,
1423,32,4300,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Services,False,False,-99999.99,-99999.99,-99999.99,0,,,
1424,32,4310,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Financial Services,False,False,-99999.99,-99999.99,-99999.99,0,,,
1425,32,4320,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Auto Sales / Parts / Repair,False,False,-99999.99,-99999.99,-99999.99,0,,,
1426,32,4400,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Storage,False,False,-99999.99,-99999.99,-99999.99,0,,,
1427,32,4900,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Misc. Commercial,False,False,-99999.99,-99999.99,-99999.99,0,,,
1428,32,5100,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Light Industrial / Warehousing,False,False,-99999.99,-99999.99,-99999.99,0,,,
1429,32,5200,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Heavy Industrial,False,False,-99999.99,-99999.99,-99999.99,0,,,
1430,32,6110,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Preschool / Kindergarden,True,True,6826.4,18025.06,-99999.99,1,Conditional Use Permit,,
1431,32,6120,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Elementary School,True,True,5832.32,16288.69,-99999.99,1,Site Review,,
1432,32,6130,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Middle School,True,True,5832.32,16288.69,-99999.99,1,Site Review,,
1433,32,6140,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,K-8 School,True,True,5832.32,16288.69,-99999.99,1,Site Review,,
1434,32,6150,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,K-12 School,True,True,5832.32,16288.69,-99999.99,1,Site Review,,
1435,32,6160,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,High School,True,True,5832.32,16288.69,-99999.99,1,Site Review,,
1436,32,6170,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,College / University,True,True,5832.32,16288.69,-99999.99,1,Site Review,,
1437,32,6210,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Medical Lab,False,False,-99999.99,-99999.99,-99999.99,0,,,
1438,32,6220,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Clinic,False,False,-99999.99,-99999.99,-99999.99,0,,,
1439,32,6230,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Hospital,False,False,-99999.99,-99999.99,-99999.99,0,,,
1440,32,6300,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Parking Structure,False,False,-99999.99,-99999.99,-99999.99,0,,,
1441,32,6400,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,TCU,True,False,0.0,0.0,-99999.99,1,,,
1442,32,6500,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Cultural / Civic / Recreation,False,False,-99999.99,-99999.99,-99999.99,0,,,
1443,32,6600,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Government,True,False,0.0,0.0,-99999.99,1,,,
1444,32,7100,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,College Dormitory,True,True,5832.32,16288.69,-99999.99,1,Site Review,,
1445,32,7200,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Nursing Home,False,False,-99999.99,-99999.99,-99999.99,0,,,
1446,32,7300,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Military Housing,False,False,-99999.99,-99999.99,-99999.99,0,,,
1447,32,7900,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Misc. Group Quarters,False,False,-99999.99,-99999.99,-99999.99,0,,,
1448,32,8000,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Agriculture / Timber / Mining,True,False,0.0,0.0,-99999.99,1,,,
1449,32,9000,EUG -- ELMIRA ROAD SPECIAL AREA -- S-E,Other,True,False,0.0,0.0,-99999.99,1,,,
1450,33,1110,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Single-family Detached,False,False,-99999.99,-99999.99,-99999.99,0,,,
1451,33,1121,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Townhome or Rowhouse,False,False,-99999.99,-99999.99,-99999.99,0,,,
1452,33,1122,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Duplex,False,False,-99999.99,-99999.99,-99999.99,0,,,
1453,33,1130,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Mobile Homes,False,False,-99999.99,-99999.99,-99999.99,0,,,
1454,33,1210,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Multifamily - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
1455,33,1220,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Multifamily - Large Building,True,False,0.0,0.0,-99999.99,1,,,
1456,33,2111,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Mixed Use - Retail + Residential - Small Building,True,False,0.0,0.0,-99999.99,1,,,
1457,33,2112,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Mixed Use - Retail + Residential - Large Building,True,False,0.0,0.0,-99999.99,1,,,
1458,33,2121,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Mixed Use - Office + Residential - Small Building,True,False,0.0,0.0,-99999.99,1,,,
1459,33,2122,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Mixed Use - Office + Residential - Large Building,True,False,0.0,0.0,-99999.99,1,,,
1460,33,2131,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Mixed Use - Services + Residential - Small Building,True,False,0.0,0.0,-99999.99,1,,,
1461,33,2132,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Mixed Use - Services + Residential - Large Building,True,False,0.0,0.0,-99999.99,1,,,
1462,33,2140,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Mixed Use - Non-Residential,True,False,0.0,0.0,-99999.99,1,,,
1463,33,3100,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Hotel,True,False,0.0,0.0,-99999.99,1,,,
1464,33,3200,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Resort,True,False,0.0,0.0,-99999.99,1,,,
1465,33,4100,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Office,True,False,0.0,0.0,-99999.99,1,,,
1466,33,4210,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Grocery Store,True,False,0.0,0.0,-99999.99,1,,,
1467,33,4220,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Eating and Drinking,True,False,0.0,0.0,-99999.99,1,,,
1468,33,4230,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Neighborhood Retail,True,False,0.0,0.0,-99999.99,1,,,
1469,33,4240,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Strip Shopping Mall,True,False,0.0,0.0,-99999.99,1,,,
1470,33,4250,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Shopping Mall,True,False,0.0,0.0,-99999.99,1,,,
1471,33,4260,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Big Box Retail,True,False,0.0,0.0,-99999.99,1,,,
1472,33,4290,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Misc. Retail,True,False,0.0,0.0,-99999.99,1,,,
1473,33,4300,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Services,True,False,0.0,0.0,-99999.99,1,,,
1474,33,4310,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Financial Services,True,False,0.0,0.0,-99999.99,1,,,
1475,33,4320,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Auto Sales / Parts / Repair,True,False,0.0,0.0,-99999.99,1,,,
1476,33,4400,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Storage,True,False,0.0,0.0,-99999.99,1,,,
1477,33,4900,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Misc. Commercial,True,False,0.0,0.0,-99999.99,1,,,
1478,33,5100,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Light Industrial / Warehousing,True,False,0.0,0.0,-99999.99,1,,,
1479,33,5200,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Heavy Industrial,False,False,-99999.99,-99999.99,-99999.99,0,,,
1480,33,6110,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Preschool / Kindergarden,True,False,0.0,0.0,-99999.99,1,,,
1481,33,6120,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Elementary School,True,False,0.0,0.0,-99999.99,1,,,
1482,33,6130,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Middle School,True,False,0.0,0.0,-99999.99,1,,,
1483,33,6140,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,K-8 School,True,False,0.0,0.0,-99999.99,1,,,
1484,33,6150,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,K-12 School,True,False,0.0,0.0,-99999.99,1,,,
1485,33,6160,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,High School,True,False,0.0,0.0,-99999.99,1,,,
1486,33,6170,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,College / University,True,False,0.0,0.0,-99999.99,1,,,
1487,33,6210,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Medical Lab,True,False,0.0,0.0,-99999.99,1,,,
1488,33,6220,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Clinic,True,False,0.0,0.0,-99999.99,1,,,
1489,33,6230,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Hospital,True,True,6826.4,18025.06,-99999.99,1,Conditional Use Permit,,
1490,33,6300,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Parking Structure,True,False,0.0,0.0,-99999.99,1,,,
1491,33,6400,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,TCU,True,True,6826.4,18025.06,-99999.99,1,Conditional Use Permit,,
1492,33,6500,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Cultural / Civic / Recreation,True,True,6826.4,18025.06,-99999.99,1,Conditional Use Permit,,
1493,33,6600,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Government,True,False,0.0,0.0,-99999.99,1,,,
1494,33,7100,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,College Dormitory,True,False,0.0,0.0,-99999.99,1,,,
1495,33,7200,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Nursing Home,True,False,0.0,0.0,-99999.99,1,,,
1496,33,7300,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Military Housing,True,False,0.0,0.0,-99999.99,1,,,
1497,33,7900,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Misc. Group Quarters,True,True,6826.4,18025.06,-99999.99,1,Conditional Use Permit,,
1498,33,8000,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Agriculture / Timber / Mining,True,False,0.0,0.0,-99999.99,1,,,
1499,33,9000,EUG -- FIFTH AVENUE SPECIAL AREA -- S-F,Other,True,False,0.0,0.0,-99999.99,1,,,
1500,34,1110,EUG -- HISTORIC -- S-H,Single-family Detached,False,False,-99999.99,-99999.99,-99999.99,0,,,
1501,34,1121,EUG -- HISTORIC -- S-H,Townhome or Rowhouse,False,False,-99999.99,-99999.99,-99999.99,0,,,
1502,34,1122,EUG -- HISTORIC -- S-H,Duplex,False,False,-99999.99,-99999.99,-99999.99,0,,,
1503,34,1130,EUG -- HISTORIC -- S-H,Mobile Homes,False,False,-99999.99,-99999.99,-99999.99,0,,,
1504,34,1210,EUG -- HISTORIC -- S-H,Multifamily - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
1505,34,1220,EUG -- HISTORIC -- S-H,Multifamily - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
1506,34,2111,EUG -- HISTORIC -- S-H,Mixed Use - Retail + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
1507,34,2112,EUG -- HISTORIC -- S-H,Mixed Use - Retail + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
1508,34,2121,EUG -- HISTORIC -- S-H,Mixed Use - Office + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
1509,34,2122,EUG -- HISTORIC -- S-H,Mixed Use - Office + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
1510,34,2131,EUG -- HISTORIC -- S-H,Mixed Use - Services + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
1511,34,2132,EUG -- HISTORIC -- S-H,Mixed Use - Services + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
1512,34,2140,EUG -- HISTORIC -- S-H,Mixed Use - Non-Residential,False,False,-99999.99,-99999.99,-99999.99,0,,,
1513,34,3100,EUG -- HISTORIC -- S-H,Hotel,False,False,-99999.99,-99999.99,-99999.99,0,,,
1514,34,3200,EUG -- HISTORIC -- S-H,Resort,False,False,-99999.99,-99999.99,-99999.99,0,,,
1515,34,4100,EUG -- HISTORIC -- S-H,Office,False,False,-99999.99,-99999.99,-99999.99,0,,,
1516,34,4210,EUG -- HISTORIC -- S-H,Grocery Store,False,False,-99999.99,-99999.99,-99999.99,0,,,
1517,34,4220,EUG -- HISTORIC -- S-H,Eating and Drinking,False,False,-99999.99,-99999.99,-99999.99,0,,,
1518,34,4230,EUG -- HISTORIC -- S-H,Neighborhood Retail,False,False,-99999.99,-99999.99,-99999.99,0,,,
1519,34,4240,EUG -- HISTORIC -- S-H,Strip Shopping Mall,False,False,-99999.99,-99999.99,-99999.99,0,,,
1520,34,4250,EUG -- HISTORIC -- S-H,Shopping Mall,False,False,-99999.99,-99999.99,-99999.99,0,,,
1521,34,4260,EUG -- HISTORIC -- S-H,Big Box Retail,False,False,-99999.99,-99999.99,-99999.99,0,,,
1522,34,4290,EUG -- HISTORIC -- S-H,Misc. Retail,False,False,-99999.99,-99999.99,-99999.99,0,,,
1523,34,4300,EUG -- HISTORIC -- S-H,Services,False,False,-99999.99,-99999.99,-99999.99,0,,,
1524,34,4310,EUG -- HISTORIC -- S-H,Financial Services,False,False,-99999.99,-99999.99,-99999.99,0,,,
1525,34,4320,EUG -- HISTORIC -- S-H,Auto Sales / Parts / Repair,False,False,-99999.99,-99999.99,-99999.99,0,,,
1526,34,4400,EUG -- HISTORIC -- S-H,Storage,False,False,-99999.99,-99999.99,-99999.99,0,,,
1527,34,4900,EUG -- HISTORIC -- S-H,Misc. Commercial,False,False,-99999.99,-99999.99,-99999.99,0,,,
1528,34,5100,EUG -- HISTORIC -- S-H,Light Industrial / Warehousing,False,False,-99999.99,-99999.99,-99999.99,0,,,
1529,34,5200,EUG -- HISTORIC -- S-H,Heavy Industrial,False,False,-99999.99,-99999.99,-99999.99,0,,,
1530,34,6110,EUG -- HISTORIC -- S-H,Preschool / Kindergarden,False,False,-99999.99,-99999.99,-99999.99,0,,,
1531,34,6120,EUG -- HISTORIC -- S-H,Elementary School,False,False,-99999.99,-99999.99,-99999.99,0,,,
1532,34,6130,EUG -- HISTORIC -- S-H,Middle School,False,False,-99999.99,-99999.99,-99999.99,0,,,
1533,34,6140,EUG -- HISTORIC -- S-H,K-8 School,False,False,-99999.99,-99999.99,-99999.99,0,,,
1534,34,6150,EUG -- HISTORIC -- S-H,K-12 School,False,False,-99999.99,-99999.99,-99999.99,0,,,
1535,34,6160,EUG -- HISTORIC -- S-H,High School,False,False,-99999.99,-99999.99,-99999.99,0,,,
1536,34,6170,EUG -- HISTORIC -- S-H,College / University,False,False,-99999.99,-99999.99,-99999.99,0,,,
1537,34,6210,EUG -- HISTORIC -- S-H,Medical Lab,False,False,-99999.99,-99999.99,-99999.99,0,,,
1538,34,6220,EUG -- HISTORIC -- S-H,Clinic,False,False,-99999.99,-99999.99,-99999.99,0,,,
1539,34,6230,EUG -- HISTORIC -- S-H,Hospital,False,False,-99999.99,-99999.99,-99999.99,0,,,
1540,34,6300,EUG -- HISTORIC -- S-H,Parking Structure,False,False,-99999.99,-99999.99,-99999.99,0,,,
1541,34,6400,EUG -- HISTORIC -- S-H,TCU,False,False,-99999.99,-99999.99,-99999.99,0,,,
1542,34,6500,EUG -- HISTORIC -- S-H,Cultural / Civic / Recreation,False,False,-99999.99,-99999.99,-99999.99,0,,,
1543,34,6600,EUG -- HISTORIC -- S-H,Government,False,False,-99999.99,-99999.99,-99999.99,0,,,
1544,34,7100,EUG -- HISTORIC -- S-H,College Dormitory,False,False,-99999.99,-99999.99,-99999.99,0,,,
1545,34,7200,EUG -- HISTORIC -- S-H,Nursing Home,False,False,-99999.99,-99999.99,-99999.99,0,,,
1546,34,7300,EUG -- HISTORIC -- S-H,Military Housing,False,False,-99999.99,-99999.99,-99999.99,0,,,
1547,34,7900,EUG -- HISTORIC -- S-H,Misc. Group Quarters,False,False,-99999.99,-99999.99,-99999.99,0,,,
1548,34,8000,EUG -- HISTORIC -- S-H,Agriculture / Timber / Mining,False,False,-99999.99,-99999.99,-99999.99,0,,,
1549,34,9000,EUG -- HISTORIC -- S-H,Other,False,False,-99999.99,-99999.99,-99999.99,0,,,
1550,35,1110,EUG -- BLAIR BLVD HISTORIC COMMERCIAL SPECIAL AREA/NEIGHBORHOOD COMMERCIAL -- S-HB/NC,Single-family Detached,False,False,-99999.99,-99999.99,-99999.99,0,,,
1551,35,1121,EUG -- BLAIR BLVD HISTORIC COMMERCIAL SPECIAL AREA/NEIGHBORHOOD COMMERCIAL -- S-HB/NC,Townhome or Rowhouse,False,False,-99999.99,-99999.99,-99999.99,0,,,
1552,35,1122,EUG -- BLAIR BLVD HISTORIC COMMERCIAL SPECIAL AREA/NEIGHBORHOOD COMMERCIAL -- S-HB/NC,Duplex,False,False,-99999.99,-99999.99,-99999.99,0,,,
1553,35,1130,EUG -- BLAIR BLVD HISTORIC COMMERCIAL SPECIAL AREA/NEIGHBORHOOD COMMERCIAL -- S-HB/NC,Mobile Homes,False,False,-99999.99,-99999.99,-99999.99,0,,,
1554,35,1210,EUG -- BLAIR BLVD HISTORIC COMMERCIAL SPECIAL AREA/NEIGHBORHOOD COMMERCIAL -- S-HB/NC,Multifamily - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
1555,35,1220,EUG -- BLAIR BLVD HISTORIC COMMERCIAL SPECIAL AREA/NEIGHBORHOOD COMMERCIAL -- S-HB/NC,Multifamily - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
1556,35,2111,EUG -- BLAIR BLVD HISTORIC COMMERCIAL SPECIAL AREA/NEIGHBORHOOD COMMERCIAL -- S-HB/NC,Mixed Use - Retail + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
1557,35,2112,EUG -- BLAIR BLVD HISTORIC COMMERCIAL SPECIAL AREA/NEIGHBORHOOD COMMERCIAL -- S-HB/NC,Mixed Use - Retail + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
1558,35,2121,EUG -- BLAIR BLVD HISTORIC COMMERCIAL SPECIAL AREA/NEIGHBORHOOD COMMERCIAL -- S-HB/NC,Mixed Use - Office + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
1559,35,2122,EUG -- BLAIR BLVD HISTORIC COMMERCIAL SPECIAL AREA/NEIGHBORHOOD COMMERCIAL -- S-HB/NC,Mixed Use - Office + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
1560,35,2131,EUG -- BLAIR BLVD HISTORIC COMMERCIAL SPECIAL AREA/NEIGHBORHOOD COMMERCIAL -- S-HB/NC,Mixed Use - Services + Residential - Small Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
1561,35,2132,EUG -- BLAIR BLVD HISTORIC COMMERCIAL SPECIAL AREA/NEIGHBORHOOD COMMERCIAL -- S-HB/NC,Mixed Use - Services + Residential - Large Building,False,False,-99999.99,-99999.99,-99999.99,0,,,
1562,35,2140,EUG -- BLAIR BLVD HISTORIC COMMERCIAL SPECIAL AREA/NEIGHBORHOOD COMMERCIAL -- S-HB/NC,Mixed Use - Non-Residential,True,False,0.0,0.0,-99999.99,1,,,
1563,35,3100,EUG -- BLAIR BLVD HISTORIC COMMERCIAL SPECIAL AREA/NEIGHBORHOOD COMMERCIAL -- S-HB/NC,Hotel,False,False,-99999.99,-99999.99,-99999.99,0,,,
1564,35,3200,EUG -- BLAIR BLVD HISTORIC COMMERCIAL SPECIAL AREA/NEIGHBORHOOD COMMERCIAL -- S-HB/NC,Resort,False,False,-99999.99,-99999.99,-99999.99,0,,,
1565,35,4100,EUG -- BLAIR BLVD HISTORIC COMMERCIAL SPECIAL AREA/NEIGHBORHOOD COMMERCIAL -- S-HB/NC,Office,True,False,0.0,0.0,-99999.99,1,,,
1566,35,4210,EUG -- BLAIR BLVD HISTORIC COMMERCIAL SPECIAL AREA/NEIGHBORHOOD COMMERCIAL -- S-HB/NC,Grocery Store,True,False,0.0,0.0,-99999.99,1,,,
1567,35,4220,EUG -- BLAIR BLVD HISTORIC COMMERCIAL SPECIAL AREA/NEIGHBORHOOD COMMERCIAL -- S-HB/NC,Eating and Drinking,True,False,0.0,0.0,-99999.99,1,,,
1568,35,4230,EUG -- BLAIR BLVD HISTORIC COMMERCIAL SPECIAL AREA/NEIGHBORHOOD COMMERCIAL -- S-HB/NC,Neighborhood Retail,True,False,0.0,0.0,-99999.99,1,,,
1569,35,4240,EUG -- BLAIR BLVD HISTORIC COMMERCIAL SPECIAL AREA/NEIGHBORHOOD COMMERCIAL -- S-HB/NC,Strip Shopping Mall,False,False,-99999.99,-99999.99,-99999.99,0,,,
1570,35,4250,EUG -- BLAIR BLVD HISTORIC COMMERCIAL SPECIAL AREA/NEIGHBORHOOD COMMERCIAL -- S-HB/NC,Shopping Mall,False,False,-99999.99,-99999.99,-99999.99,0,,,
1571,35,4260,EUG -- BLAIR BLVD HISTORIC COMMERCIAL SPECIAL AREA/NEIGHBORHOOD COMMERCIAL -- S-HB/NC,Big Box Retail,False,False,-99999.99,-99999.99,-99999.99,0,,,
1572,35,4290,EUG -- BLAIR BLVD HISTORIC COMMERCIAL SPECIAL AREA/NEIGHBORHOOD COMMERCIAL -- S-HB/NC,Misc. Retail,True,False,0.0,0.0,-99999.99,1,,,
1573,35,4300,EUG -- BLAIR BLVD HISTORIC COMMERCIAL SPECIAL AREA/NEIGHBORHOOD COMMERCIAL -- S-HB/NC,Services,True,False,0.0,0.0,-99999.99,1,,,
1574,35,4310,EUG -- BLAIR BLVD HISTORIC COMMERCIAL SPECIAL AREA/NEIGHBORHOOD COMMERCIAL -- S-HB/NC,Financial Services,True,False,0.0,0.0,-99999.99,1,,,
1575,35,4320,EUG -- BLAIR BLVD HISTORIC COMMERCIAL SPECIAL AREA/NEIGHBORHOOD COMMERCIAL -- S-HB/NC,Auto Sales / Parts / Repair,False,False,-99999.99,-99999.99,-99999.99,0,,,
1576,35,4400,EUG -- BLAIR BLVD HISTORIC COMMERCIAL SPECIAL AREA/NEIGHBORHOOD COMMERCIAL -- S-HB/NC,Storage,False,False,-99999.99,-99999.99,-99999.99,0,,,
